State,District,Date,Year,Month,Avg_rainfall
Odisha,Deogarh,2022-01-01,2022,1,0.011646896
Odisha,Deogarh,2022-01-03,2022,1,0.001019103
Odisha,Deogarh,2022-01-04,2022,1,0.002872901
Odisha,Deogarh,2022-01-05,2022,1,0.0
Odisha,Deogarh,2022-01-06,2022,1,0.000689108
Odisha,Deogarh,2022-01-07,2022,1,0.0
Odisha,Deogarh,2022-01-08,2022,1,0.0
Odisha,Deogarh,2022-01-09,2022,1,0.0
Odisha,Deogarh,2022-01-10,2022,1,0.082071793
Odisha,Deogarh,2022-01-11,2022,1,0.305866898
Odisha,Deogarh,2022-01-12,2022,1,28.29956941
Odisha,Deogarh,2022-01-13,2022,1,0.306924824
Odisha,Deogarh,2022-01-14,2022,1,5.842859441
Odisha,Deogarh,2022-01-15,2022,1,2.35577881
Odisha,Deogarh,2022-01-16,2022,1,0.000262055
Odisha,Deogarh,2022-01-17,2022,1,0.007551071
Odisha,Deogarh,2022-01-18,2022,1,0.0
Odisha,Deogarh,2022-01-19,2022,1,0.004309351
Odisha,Deogarh,2022-01-20,2022,1,0.0
Odisha,Deogarh,2022-01-21,2022,1,0.0
Odisha,Deogarh,2022-01-22,2022,1,0.0
Odisha,Deogarh,2022-01-23,2022,1,0.054391004
Odisha,Deogarh,2022-01-24,2022,1,2.454728896
Odisha,Deogarh,2022-01-25,2022,1,0.0
Odisha,Deogarh,2022-01-26,2022,1,0.018906794
Odisha,Deogarh,2022-01-27,2022,1,0.00123263
Odisha,Deogarh,2022-01-28,2022,1,0.000242644
Odisha,Deogarh,2022-01-29,2022,1,0.0
Odisha,Deogarh,2022-01-30,2022,1,0.007075489
Odisha,Dhenkanal,2022-01-01,2022,1,0.0
Odisha,Dhenkanal,2022-01-03,2022,1,0.000387682
Odisha,Dhenkanal,2022-01-04,2022,1,0.000478142
Odisha,Dhenkanal,2022-01-05,2022,1,0.0
Odisha,Dhenkanal,2022-01-06,2022,1,9.05e-05
Odisha,Dhenkanal,2022-01-07,2022,1,0.0
Odisha,Dhenkanal,2022-01-08,2022,1,0.0
Odisha,Dhenkanal,2022-01-09,2022,1,4.52e-05
Odisha,Dhenkanal,2022-01-10,2022,1,0.001731648
Odisha,Dhenkanal,2022-01-11,2022,1,0.005847541
Odisha,Dhenkanal,2022-01-12,2022,1,19.30537718
Odisha,Dhenkanal,2022-01-13,2022,1,14.95933573
Odisha,Dhenkanal,2022-01-14,2022,1,0.569892994
Odisha,Dhenkanal,2022-01-15,2022,1,0.170967898
Odisha,Dhenkanal,2022-01-16,2022,1,0.000116305
Odisha,Dhenkanal,2022-01-17,2022,1,0.001137201
Odisha,Dhenkanal,2022-01-18,2022,1,0.0
Odisha,Dhenkanal,2022-01-19,2022,1,9.05e-05
Odisha,Dhenkanal,2022-01-20,2022,1,0.0
Odisha,Dhenkanal,2022-01-21,2022,1,0.0
Odisha,Dhenkanal,2022-01-22,2022,1,0.0
Odisha,Dhenkanal,2022-01-23,2022,1,3.88e-05
Odisha,Dhenkanal,2022-01-24,2022,1,14.40814841
Odisha,Dhenkanal,2022-01-25,2022,1,0.0
Odisha,Dhenkanal,2022-01-26,2022,1,0.0
Odisha,Dhenkanal,2022-01-27,2022,1,0.000342453
Odisha,Dhenkanal,2022-01-28,2022,1,0.001893182
Odisha,Dhenkanal,2022-01-29,2022,1,0.0
Odisha,Dhenkanal,2022-01-30,2022,1,0.001253506
Odisha,Gajapati,2022-01-01,2022,1,0.0
Odisha,Gajapati,2022-01-03,2022,1,0.043261863
Odisha,Gajapati,2022-01-04,2022,1,0.092003656
Odisha,Gajapati,2022-01-05,2022,1,0.0
Odisha,Gajapati,2022-01-06,2022,1,0.0
Odisha,Gajapati,2022-01-07,2022,1,0.0
Odisha,Gajapati,2022-01-08,2022,1,0.0
Odisha,Gajapati,2022-01-09,2022,1,0.0
Odisha,Gajapati,2022-01-10,2022,1,0.0
Odisha,Gajapati,2022-01-11,2022,1,0.003557024
Odisha,Gajapati,2022-01-12,2022,1,7.009569911
Odisha,Gajapati,2022-01-13,2022,1,15.96513477
Odisha,Gajapati,2022-01-14,2022,1,18.92477588
Odisha,Gajapati,2022-01-15,2022,1,2.041097795
Odisha,Gajapati,2022-01-16,2022,1,0.440493388
Odisha,Gajapati,2022-01-17,2022,1,2.82e-05
Odisha,Gajapati,2022-01-18,2022,1,2.82e-05
Odisha,Gajapati,2022-01-19,2022,1,0.0
Odisha,Gajapati,2022-01-20,2022,1,0.0
Odisha,Gajapati,2022-01-21,2022,1,0.0
Odisha,Gajapati,2022-01-22,2022,1,0.0
Odisha,Gajapati,2022-01-23,2022,1,0.0
Odisha,Gajapati,2022-01-24,2022,1,0.008705904
Odisha,Gajapati,2022-01-25,2022,1,0.006268814
Odisha,Gajapati,2022-01-26,2022,1,0.00142281
Odisha,Gajapati,2022-01-27,2022,1,0.005599671
Odisha,Gajapati,2022-01-28,2022,1,0.091735999
Odisha,Gajapati,2022-01-29,2022,1,0.0
Odisha,Gajapati,2022-01-30,2022,1,0.00918487
Odisha,Ganjam,2022-01-01,2022,1,0.0
Odisha,Ganjam,2022-01-03,2022,1,0.004826162
Odisha,Ganjam,2022-01-04,2022,1,0.010533894
Odisha,Ganjam,2022-01-05,2022,1,0.0
Odisha,Ganjam,2022-01-06,2022,1,0.000407942
Odisha,Ganjam,2022-01-07,2022,1,0.0
Odisha,Ganjam,2022-01-08,2022,1,5.53e-05
Odisha,Ganjam,2022-01-09,2022,1,0.0
Odisha,Ganjam,2022-01-10,2022,1,0.000501285
Odisha,Ganjam,2022-01-11,2022,1,0.001324083
Odisha,Ganjam,2022-01-12,2022,1,13.97311548
Odisha,Ganjam,2022-01-13,2022,1,11.9959205
Odisha,Ganjam,2022-01-14,2022,1,15.50387318
Odisha,Ganjam,2022-01-15,2022,1,0.275844901
Odisha,Ganjam,2022-01-16,2022,1,0.005776875
Odisha,Ganjam,2022-01-17,2022,1,7.61e-05
Odisha,Ganjam,2022-01-18,2022,1,7.61e-05
Odisha,Ganjam,2022-01-19,2022,1,0.0
Odisha,Ganjam,2022-01-20,2022,1,0.0
Odisha,Ganjam,2022-01-21,2022,1,0.0
Odisha,Ganjam,2022-01-22,2022,1,0.0
Odisha,Ganjam,2022-01-23,2022,1,0.0
Odisha,Ganjam,2022-01-24,2022,1,1.122428423
Odisha,Ganjam,2022-01-25,2022,1,0.06046877
Odisha,Ganjam,2022-01-26,2022,1,0.110783931
Odisha,Ganjam,2022-01-27,2022,1,0.003028451
Odisha,Ganjam,2022-01-28,2022,1,0.06063817
Odisha,Ganjam,2022-01-29,2022,1,0.0
Odisha,Ganjam,2022-01-30,2022,1,0.000691427
Odisha,Jagatsinghpur,2022-01-01,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-03,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-04,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-05,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-06,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-07,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-08,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-09,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-10,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-11,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-12,2022,1,0.337452094
Odisha,Jagatsinghpur,2022-01-13,2022,1,1.036948537
Odisha,Jagatsinghpur,2022-01-14,2022,1,0.581271459
Odisha,Jagatsinghpur,2022-01-15,2022,1,0.073859564
Odisha,Jagatsinghpur,2022-01-16,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-17,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-18,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-19,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-20,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-21,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-22,2022,1,-0.005796154
Odisha,Jagatsinghpur,2022-01-23,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-24,2022,1,6.191435297
Odisha,Jagatsinghpur,2022-01-25,2022,1,0.000281527
Odisha,Jagatsinghpur,2022-01-26,2022,1,0.010714605
Odisha,Jagatsinghpur,2022-01-27,2022,1,1.453642339
Odisha,Jagatsinghpur,2022-01-28,2022,1,0.001854769
Odisha,Jagatsinghpur,2022-01-29,2022,1,0.0
Odisha,Jagatsinghpur,2022-01-30,2022,1,0.0
Odisha,Jajapur,2022-01-01,2022,1,0.0
Odisha,Jajapur,2022-01-03,2022,1,0.0
Odisha,Jajapur,2022-01-04,2022,1,0.000208738
Odisha,Jajapur,2022-01-05,2022,1,0.0
Odisha,Jajapur,2022-01-06,2022,1,0.0
Odisha,Jajapur,2022-01-07,2022,1,0.0
Odisha,Jajapur,2022-01-08,2022,1,0.0
Odisha,Jajapur,2022-01-09,2022,1,0.0
Odisha,Jajapur,2022-01-10,2022,1,0.000367777
Odisha,Jajapur,2022-01-11,2022,1,1.99e-05
Odisha,Jajapur,2022-01-12,2022,1,4.735517518
Odisha,Jajapur,2022-01-13,2022,1,20.17530613
Odisha,Jajapur,2022-01-14,2022,1,1.638098979
Odisha,Jajapur,2022-01-15,2022,1,0.088167099
Odisha,Jajapur,2022-01-16,2022,1,0.002296122
Odisha,Jajapur,2022-01-17,2022,1,0.0
Odisha,Jajapur,2022-01-18,2022,1,0.0
Odisha,Jajapur,2022-01-19,2022,1,0.0
Odisha,Jajapur,2022-01-20,2022,1,0.0
Odisha,Jajapur,2022-01-21,2022,1,0.0
Odisha,Jajapur,2022-01-22,2022,1,0.0
Odisha,Jajapur,2022-01-23,2022,1,3.98e-05
Odisha,Jajapur,2022-01-24,2022,1,18.77141157
Odisha,Jajapur,2022-01-25,2022,1,0.0
Odisha,Jajapur,2022-01-26,2022,1,1.99e-05
Odisha,Jajapur,2022-01-27,2022,1,2.803017959
Odisha,Jajapur,2022-01-28,2022,1,0.005238338
Odisha,Jajapur,2022-01-29,2022,1,0.0
Odisha,Jajapur,2022-01-30,2022,1,0.0
Odisha,Jharsuguda,2022-01-01,2022,1,0.0
Odisha,Jharsuguda,2022-01-03,2022,1,0.16047631
Odisha,Jharsuguda,2022-01-04,2022,1,0.0
Odisha,Jharsuguda,2022-01-05,2022,1,0.0
Odisha,Jharsuguda,2022-01-06,2022,1,0.0
Odisha,Jharsuguda,2022-01-07,2022,1,0.0
Odisha,Jharsuguda,2022-01-08,2022,1,0.0
Odisha,Jharsuguda,2022-01-09,2022,1,0.0
Odisha,Jharsuguda,2022-01-10,2022,1,0.439068929
Odisha,Jharsuguda,2022-01-11,2022,1,0.445491296
Odisha,Jharsuguda,2022-01-12,2022,1,49.68960607
Odisha,Jharsuguda,2022-01-13,2022,1,4.14e-05
Odisha,Jharsuguda,2022-01-14,2022,1,9.592116106
Odisha,Jharsuguda,2022-01-15,2022,1,1.219144836
Odisha,Jharsuguda,2022-01-16,2022,1,0.0
Odisha,Jharsuguda,2022-01-17,2022,1,0.0
Odisha,Jharsuguda,2022-01-18,2022,1,0.0
Odisha,Jharsuguda,2022-01-19,2022,1,0.000372912
Odisha,Jharsuguda,2022-01-20,2022,1,0.0
Odisha,Jharsuguda,2022-01-21,2022,1,0.0
Odisha,Jharsuguda,2022-01-22,2022,1,0.0
Odisha,Jharsuguda,2022-01-23,2022,1,0.06878148
Odisha,Jharsuguda,2022-01-24,2022,1,1.911959419
Odisha,Jharsuguda,2022-01-25,2022,1,0.0
Odisha,Jharsuguda,2022-01-26,2022,1,0.000248608
Odisha,Jharsuguda,2022-01-27,2022,1,0.0
Odisha,Jharsuguda,2022-01-28,2022,1,0.082137242
Odisha,Jharsuguda,2022-01-29,2022,1,0.0
Odisha,Jharsuguda,2022-01-30,2022,1,0.263303242
Odisha,Kalahandi,2022-01-01,2022,1,0.0
Odisha,Kalahandi,2022-01-03,2022,1,0.0
Odisha,Kalahandi,2022-01-04,2022,1,0.0
Odisha,Kalahandi,2022-01-05,2022,1,0.0
Odisha,Kalahandi,2022-01-06,2022,1,0.0
Odisha,Kalahandi,2022-01-07,2022,1,0.0
Odisha,Kalahandi,2022-01-08,2022,1,0.0
Odisha,Kalahandi,2022-01-09,2022,1,0.0
Odisha,Kalahandi,2022-01-10,2022,1,0.092386524
Odisha,Kalahandi,2022-01-11,2022,1,0.206620071
Odisha,Kalahandi,2022-01-12,2022,1,31.08113638
Odisha,Kalahandi,2022-01-13,2022,1,12.11903179
Odisha,Kalahandi,2022-01-14,2022,1,13.89687967
Odisha,Kalahandi,2022-01-15,2022,1,1.242157251
Odisha,Kalahandi,2022-01-16,2022,1,0.286991282
Odisha,Kalahandi,2022-01-17,2022,1,0.0
Odisha,Kalahandi,2022-01-18,2022,1,0.0
Odisha,Kalahandi,2022-01-19,2022,1,0.0
Odisha,Kalahandi,2022-01-20,2022,1,0.0
Odisha,Kalahandi,2022-01-21,2022,1,0.0
Odisha,Kalahandi,2022-01-22,2022,1,0.0
Odisha,Kalahandi,2022-01-23,2022,1,0.0
Odisha,Kalahandi,2022-01-24,2022,1,0.443094927
Odisha,Kalahandi,2022-01-25,2022,1,0.0
Odisha,Kalahandi,2022-01-26,2022,1,0.0
Odisha,Kalahandi,2022-01-27,2022,1,0.0
Odisha,Kalahandi,2022-01-28,2022,1,0.0
Odisha,Kalahandi,2022-01-29,2022,1,0.0
Odisha,Kalahandi,2022-01-30,2022,1,0.0
Odisha,Kandhamal,2022-01-01,2022,1,0.0
Odisha,Kandhamal,2022-01-03,2022,1,0.0
Odisha,Kandhamal,2022-01-04,2022,1,0.0
Odisha,Kandhamal,2022-01-05,2022,1,0.0
Odisha,Kandhamal,2022-01-06,2022,1,0.0
Odisha,Kandhamal,2022-01-07,2022,1,0.0
Odisha,Kandhamal,2022-01-08,2022,1,0.0
Odisha,Kandhamal,2022-01-09,2022,1,0.0
Odisha,Kandhamal,2022-01-10,2022,1,0.000252582
Odisha,Kandhamal,2022-01-11,2022,1,1.052494665
Odisha,Kandhamal,2022-01-12,2022,1,40.67930166
Odisha,Kandhamal,2022-01-13,2022,1,12.99846391
Odisha,Kandhamal,2022-01-14,2022,1,8.847946658
Odisha,Kandhamal,2022-01-15,2022,1,2.09390459
Odisha,Kandhamal,2022-01-16,2022,1,4.33e-05
Odisha,Kandhamal,2022-01-17,2022,1,0.0
Odisha,Kandhamal,2022-01-18,2022,1,0.0
Odisha,Kandhamal,2022-01-19,2022,1,0.0
Odisha,Kandhamal,2022-01-20,2022,1,0.0
Odisha,Kandhamal,2022-01-21,2022,1,0.0
Odisha,Kandhamal,2022-01-22,2022,1,0.0
Odisha,Kandhamal,2022-01-23,2022,1,0.0
Odisha,Kandhamal,2022-01-24,2022,1,2.532293086
Odisha,Kandhamal,2022-01-25,2022,1,0.248648915
Odisha,Kandhamal,2022-01-26,2022,1,0.000252582
Odisha,Kandhamal,2022-01-27,2022,1,0.0
Odisha,Kandhamal,2022-01-28,2022,1,0.006967654
Odisha,Kandhamal,2022-01-29,2022,1,0.0
Odisha,Kandhamal,2022-01-30,2022,1,0.0
Odisha,Kendraparha,2022-01-01,2022,1,0.0
Odisha,Kendraparha,2022-01-03,2022,1,0.004506111
Odisha,Kendraparha,2022-01-04,2022,1,0.017651758
Odisha,Kendraparha,2022-01-05,2022,1,0.0
Odisha,Kendraparha,2022-01-06,2022,1,0.0
Odisha,Kendraparha,2022-01-07,2022,1,0.0
Odisha,Kendraparha,2022-01-08,2022,1,0.0
Odisha,Kendraparha,2022-01-09,2022,1,0.0
Odisha,Kendraparha,2022-01-10,2022,1,0.026675273
Odisha,Kendraparha,2022-01-11,2022,1,0.0
Odisha,Kendraparha,2022-01-12,2022,1,2.470929865
Odisha,Kendraparha,2022-01-13,2022,1,8.356791594
Odisha,Kendraparha,2022-01-14,2022,1,1.588997002
Odisha,Kendraparha,2022-01-15,2022,1,0.035122819
Odisha,Kendraparha,2022-01-16,2022,1,0.001468156
Odisha,Kendraparha,2022-01-17,2022,1,0.0
Odisha,Kendraparha,2022-01-18,2022,1,0.0
Odisha,Kendraparha,2022-01-19,2022,1,0.0
Odisha,Kendraparha,2022-01-20,2022,1,0.0
Odisha,Kendraparha,2022-01-21,2022,1,0.0
Odisha,Kendraparha,2022-01-22,2022,1,0.051611345
Odisha,Kendraparha,2022-01-23,2022,1,0.0
Odisha,Kendraparha,2022-01-24,2022,1,10.24526992
Odisha,Kendraparha,2022-01-25,2022,1,9.03e-05
Odisha,Kendraparha,2022-01-26,2022,1,0.00891058
Odisha,Kendraparha,2022-01-27,2022,1,1.990368384
Odisha,Kendraparha,2022-01-28,2022,1,0.003647804
Odisha,Kendraparha,2022-01-29,2022,1,0.0
Odisha,Kendraparha,2022-01-30,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-01,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-03,2022,1,0.00107073
Odisha,Keonjhar (Kendujhar),2022-01-04,2022,1,0.001201981
Odisha,Keonjhar (Kendujhar),2022-01-05,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-06,2022,1,0.000272863
Odisha,Keonjhar (Kendujhar),2022-01-07,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-08,2022,1,1.04e-05
Odisha,Keonjhar (Kendujhar),2022-01-09,2022,1,0.000113981
Odisha,Keonjhar (Kendujhar),2022-01-10,2022,1,0.012254676
Odisha,Keonjhar (Kendujhar),2022-01-11,2022,1,0.062268124
Odisha,Keonjhar (Kendujhar),2022-01-12,2022,1,17.73110042
Odisha,Keonjhar (Kendujhar),2022-01-13,2022,1,4.078233989
Odisha,Keonjhar (Kendujhar),2022-01-14,2022,1,5.291132628
Odisha,Keonjhar (Kendujhar),2022-01-15,2022,1,2.745109654
Odisha,Keonjhar (Kendujhar),2022-01-16,2022,1,0.000490463
Odisha,Keonjhar (Kendujhar),2022-01-17,2022,1,0.002856431
Odisha,Keonjhar (Kendujhar),2022-01-18,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-19,2022,1,0.000248686
Odisha,Keonjhar (Kendujhar),2022-01-20,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-21,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-22,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-23,2022,1,0.040853526
Odisha,Keonjhar (Kendujhar),2022-01-24,2022,1,7.192842165
Odisha,Keonjhar (Kendujhar),2022-01-25,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-26,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-27,2022,1,0.15588791
Odisha,Keonjhar (Kendujhar),2022-01-28,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-29,2022,1,0.0
Odisha,Keonjhar (Kendujhar),2022-01-30,2022,1,0.003315809
Odisha,Khordha,2022-01-01,2022,1,0.164822474
Odisha,Khordha,2022-01-03,2022,1,0.001025115
Odisha,Khordha,2022-01-04,2022,1,0.001537673
Odisha,Khordha,2022-01-05,2022,1,0.0
Odisha,Khordha,2022-01-06,2022,1,0.018733481
Odisha,Khordha,2022-01-07,2022,1,0.0
Odisha,Khordha,2022-01-08,2022,1,0.001175868
Odisha,Khordha,2022-01-09,2022,1,0.0
Odisha,Khordha,2022-01-10,2022,1,0.489211194
Odisha,Khordha,2022-01-11,2022,1,0.0
Odisha,Khordha,2022-01-12,2022,1,10.33897212
Odisha,Khordha,2022-01-13,2022,1,12.21508403
Odisha,Khordha,2022-01-14,2022,1,2.936654087
Odisha,Khordha,2022-01-15,2022,1,0.158490879
Odisha,Khordha,2022-01-16,2022,1,0.247464865
Odisha,Khordha,2022-01-17,2022,1,0.0
Odisha,Khordha,2022-01-18,2022,1,0.0
Odisha,Khordha,2022-01-19,2022,1,0.0
Odisha,Khordha,2022-01-20,2022,1,0.0
Odisha,Khordha,2022-01-21,2022,1,0.0
Odisha,Khordha,2022-01-22,2022,1,-0.00201003
Odisha,Khordha,2022-01-23,2022,1,0.001809027
Odisha,Khordha,2022-01-24,2022,1,8.480659019
Odisha,Khordha,2022-01-25,2022,1,0.0
Odisha,Khordha,2022-01-26,2022,1,0.001477372
Odisha,Khordha,2022-01-27,2022,1,0.007648165
Odisha,Khordha,2022-01-28,2022,1,0.01133657
Odisha,Khordha,2022-01-29,2022,1,0.0
Odisha,Khordha,2022-01-30,2022,1,0.0
Odisha,Koraput,2022-01-01,2022,1,0.0
Odisha,Koraput,2022-01-03,2022,1,0.031388089
Odisha,Koraput,2022-01-04,2022,1,0.007189917
Odisha,Koraput,2022-01-05,2022,1,0.0
Odisha,Koraput,2022-01-06,2022,1,0.0
Odisha,Koraput,2022-01-07,2022,1,0.0
Odisha,Koraput,2022-01-08,2022,1,0.0
Odisha,Koraput,2022-01-09,2022,1,0.0
Odisha,Koraput,2022-01-10,2022,1,0.0
Odisha,Koraput,2022-01-11,2022,1,8.34e-05
Odisha,Koraput,2022-01-12,2022,1,8.61371842
Odisha,Koraput,2022-01-13,2022,1,5.752767806
Odisha,Koraput,2022-01-14,2022,1,4.278487201
Odisha,Koraput,2022-01-15,2022,1,2.782511682
Odisha,Koraput,2022-01-16,2022,1,0.21138981
Odisha,Koraput,2022-01-17,2022,1,0.0
Odisha,Koraput,2022-01-18,2022,1,0.0
Odisha,Koraput,2022-01-19,2022,1,0.0
Odisha,Koraput,2022-01-20,2022,1,0.002739678
Odisha,Koraput,2022-01-21,2022,1,0.0
Odisha,Koraput,2022-01-22,2022,1,0.0
Odisha,Koraput,2022-01-23,2022,1,0.0
Odisha,Koraput,2022-01-24,2022,1,0.197521059
Odisha,Koraput,2022-01-25,2022,1,0.134310287
Odisha,Koraput,2022-01-26,2022,1,0.000191221
Odisha,Koraput,2022-01-27,2022,1,0.0
Odisha,Koraput,2022-01-28,2022,1,0.0
Odisha,Koraput,2022-01-29,2022,1,0.188651872
Odisha,Koraput,2022-01-30,2022,1,0.0
Odisha,Malkangiri,2022-01-01,2022,1,0.03036329
Odisha,Malkangiri,2022-01-03,2022,1,0.0
Odisha,Malkangiri,2022-01-04,2022,1,0.0
Odisha,Malkangiri,2022-01-05,2022,1,0.0
Odisha,Malkangiri,2022-01-06,2022,1,0.0
Odisha,Malkangiri,2022-01-07,2022,1,0.0
Odisha,Malkangiri,2022-01-08,2022,1,0.005510937
Odisha,Malkangiri,2022-01-09,2022,1,0.003309599
Odisha,Malkangiri,2022-01-10,2022,1,0.120451173
Odisha,Malkangiri,2022-01-11,2022,1,0.000166998
Odisha,Malkangiri,2022-01-12,2022,1,0.257303584
Odisha,Malkangiri,2022-01-13,2022,1,7.658067178
Odisha,Malkangiri,2022-01-14,2022,1,3.24178731
Odisha,Malkangiri,2022-01-15,2022,1,0.712170977
Odisha,Malkangiri,2022-01-16,2022,1,0.0
Odisha,Malkangiri,2022-01-17,2022,1,0.0
Odisha,Malkangiri,2022-01-18,2022,1,0.0
Odisha,Malkangiri,2022-01-19,2022,1,0.0
Odisha,Malkangiri,2022-01-20,2022,1,0.0
Odisha,Malkangiri,2022-01-21,2022,1,0.0
Odisha,Malkangiri,2022-01-22,2022,1,0.0
Odisha,Malkangiri,2022-01-23,2022,1,0.0
Odisha,Malkangiri,2022-01-24,2022,1,0.107167234
Odisha,Malkangiri,2022-01-25,2022,1,4.05e-05
Odisha,Malkangiri,2022-01-26,2022,1,0.0
Odisha,Malkangiri,2022-01-27,2022,1,0.0
Odisha,Malkangiri,2022-01-28,2022,1,0.0
Odisha,Malkangiri,2022-01-29,2022,1,0.0
Odisha,Malkangiri,2022-01-30,2022,1,0.106559968
Odisha,Mayurbhanj,2022-01-01,2022,1,0.0
Odisha,Mayurbhanj,2022-01-03,2022,1,1.65e-05
Odisha,Mayurbhanj,2022-01-04,2022,1,0.031377515
Odisha,Mayurbhanj,2022-01-05,2022,1,0.0
Odisha,Mayurbhanj,2022-01-06,2022,1,9.89e-05
Odisha,Mayurbhanj,2022-01-07,2022,1,0.0
Odisha,Mayurbhanj,2022-01-08,2022,1,0.006199113
Odisha,Mayurbhanj,2022-01-09,2022,1,0.001099134
Odisha,Mayurbhanj,2022-01-10,2022,1,0.021119851
Odisha,Mayurbhanj,2022-01-11,2022,1,0.164196811
Odisha,Mayurbhanj,2022-01-12,2022,1,12.05697827
Odisha,Mayurbhanj,2022-01-13,2022,1,5.232389465
Odisha,Mayurbhanj,2022-01-14,2022,1,14.90342637
Odisha,Mayurbhanj,2022-01-15,2022,1,2.174883001
Odisha,Mayurbhanj,2022-01-16,2022,1,0.009669627
Odisha,Mayurbhanj,2022-01-17,2022,1,0.000272036
Odisha,Mayurbhanj,2022-01-18,2022,1,0.002756077
Odisha,Mayurbhanj,2022-01-19,2022,1,0.0
Odisha,Mayurbhanj,2022-01-20,2022,1,0.0
Odisha,Mayurbhanj,2022-01-21,2022,1,8.24e-06
Odisha,Mayurbhanj,2022-01-22,2022,1,0.124366959
Odisha,Mayurbhanj,2022-01-23,2022,1,0.172684869
Odisha,Mayurbhanj,2022-01-24,2022,1,7.528347521
Odisha,Mayurbhanj,2022-01-25,2022,1,0.0
Odisha,Mayurbhanj,2022-01-26,2022,1,3.3e-05
Odisha,Mayurbhanj,2022-01-27,2022,1,0.057358283
Odisha,Mayurbhanj,2022-01-28,2022,1,0.000225322
Odisha,Mayurbhanj,2022-01-29,2022,1,0.000370958
Odisha,Mayurbhanj,2022-01-30,2022,1,0.0
Odisha,Nabarangapur,2022-01-01,2022,1,0.0
Odisha,Nabarangapur,2022-01-03,2022,1,0.0
Odisha,Nabarangapur,2022-01-04,2022,1,0.0
Odisha,Nabarangapur,2022-01-05,2022,1,0.0
Odisha,Nabarangapur,2022-01-06,2022,1,0.0
Odisha,Nabarangapur,2022-01-07,2022,1,0.0
Odisha,Nabarangapur,2022-01-08,2022,1,0.0
Odisha,Nabarangapur,2022-01-09,2022,1,0.002315701
Odisha,Nabarangapur,2022-01-10,2022,1,1.644605757
Odisha,Nabarangapur,2022-01-11,2022,1,0.934068739
Odisha,Nabarangapur,2022-01-12,2022,1,63.21829482
Odisha,Nabarangapur,2022-01-13,2022,1,18.01366493
Odisha,Nabarangapur,2022-01-14,2022,1,12.91362821
Odisha,Nabarangapur,2022-01-15,2022,1,1.382340605
Odisha,Nabarangapur,2022-01-16,2022,1,1.2078219
Odisha,Nabarangapur,2022-01-17,2022,1,0.0
Odisha,Nabarangapur,2022-01-18,2022,1,0.0
Odisha,Nabarangapur,2022-01-19,2022,1,0.0
Odisha,Nabarangapur,2022-01-20,2022,1,0.0
Odisha,Nabarangapur,2022-01-21,2022,1,0.0
Odisha,Nabarangapur,2022-01-22,2022,1,0.002661726
Odisha,Nabarangapur,2022-01-23,2022,1,0.001597035
Odisha,Nabarangapur,2022-01-24,2022,1,0.001794003
Odisha,Nabarangapur,2022-01-25,2022,1,0.0
Odisha,Nabarangapur,2022-01-26,2022,1,0.0
Odisha,Nabarangapur,2022-01-27,2022,1,0.0
Odisha,Nabarangapur,2022-01-28,2022,1,0.0
Odisha,Nabarangapur,2022-01-29,2022,1,0.0
Odisha,Nabarangapur,2022-01-30,2022,1,0.0
Odisha,Nayagarh,2022-01-01,2022,1,0.015584646
Odisha,Nayagarh,2022-01-03,2022,1,0.000541752
Odisha,Nayagarh,2022-01-04,2022,1,0.003027874
Odisha,Nayagarh,2022-01-05,2022,1,0.0
Odisha,Nayagarh,2022-01-06,2022,1,0.005462047
Odisha,Nayagarh,2022-01-07,2022,1,0.0
Odisha,Nayagarh,2022-01-08,2022,1,0.002315433
Odisha,Nayagarh,2022-01-09,2022,1,0.0
Odisha,Nayagarh,2022-01-10,2022,1,0.109107362
